发布时间,微博内容
2023-01-16 16:16:57,#平安春运 交警同行# #两客一危# 【阳泉—客运中心被深夜突查！】新年快乐冬日渐渐小年暖暖新的一年平平安安然而，有这样一群人为了广大市民的出行安全在万家灯火、华灯初上的时间走进了华阳客运二中心夜查企业安全运营为切实做好春运期间道路交通安全管理工作，有效预防和减少道路交通事故 ...全文
2023-01-16 16:36:48,#七进宣传# 【宁南公安交警联合交管办开展红白喜事“打招呼”活动   筑牢农村交通安全线】为预防和减少道路交通事故的发生，狠抓交通安全源头管理，确保辖区交通安全形势稳定，1月16日，宁南公安交警联合交管办深入松新镇南苑社区红白喜事点开展“打招呼”活动，与群众进行“面对面”交通安全宣传。活 ...全文
2023-01-16 16:31:53,儋州事故警示曝光台【疲劳驾驶+未按规定摆放警示标志！一名驾驶人直接导致两起交通事故】1月6日0时许，儋州西线高速海口往三亚方向476km+400m处，一辆皮卡车与前方厢式货车发生追尾事故。经询问得知，事故起因是皮卡车司机因疲劳驾驶，驾驶过程中犯困所导致。而事故发生后，也未在事故现场按规定摆放警 ...全文
2023-01-16 16:27:30,#江西关注#【国务院安委会对江西南昌货车冲撞人群交通事故查处挂牌督办】应急管理部网站16日发布消息称，国务院安委会决定对江西南昌货车冲撞人群交通事故查处挂牌督办。详情↓ 
2023-01-16 16:27:02,【发生交通事故 可以私了吗】电影《一路不消停》中，出现了一起因变更车道导致的事故，这种只是车损的小事故，可以双方私了吗？#警观#和我们换个角度看电影。天津交警的微博视频 天津交警的微博视频 
2023-01-16 16:26:35,#平安春运交警同行# 为进一步加强企业道路交通安全管理，不断提高企业职工道路交通安全意识和文明行车理念，营造浓厚的交通安全宣传氛围。1月16日，社旗县交警大队深入辖区河南朵朵花业，开展冬季道路交通安全宣传活动，切实筑牢道路交通安全防线，有效预防减少了道路交通事故的发生。活动中，围绕当前 ...全文
2023-01-16 16:25:55,#北斗高精车道级导航帮千万人避险# 交通事故确实是会经常出现，然后如果有这样一个导航的话，也可以帮助我们节省很多#百万智能红绿灯覆盖3000县市# 
2023-01-16 16:24:57,#四川高速路况# 【交通事故】1月16日16时20分，G85银昆高速巴南广段，广安至巴中方向K1058位置处，一辆面包车撞护栏，不远处还有三辆小车追尾，面包车占用应急车道，追尾的三辆小车均占用超车道，行车道可缓慢通行，请广大驾驶人员行驶该路段时，减速慢行，注意避让。 
2023-01-16 16:24:09,【出借车辆发生交通事故致人死亡，车主需要担责吗？】生活中，遇到亲朋好友借车有时会难以拒绝。然而，当朋友把车借走后，不幸出了交通事故致人死亡，车主是否需要承担赔偿责任呢？  CCTV今日说法的微博视频 
2023-01-16 16:23:00,【2022年度金华十大典型交通事故案例：四、水泥车右转碾压电动车致人死亡】2022年7月2日17时30分许，婺城区宾虹西路华龙南街路口，一水泥罐车右转时碰撞并碾压同向直行通过路口的电动自行车，造成电动车驾驶人当场死亡。#文明守法平安回家# 货车驾驶人在转弯过程中，速度要慢、转弯半径要大，做到右转 ...全文
2023-01-16 16:18:36,#镇江城事# 【镇江新区交警泼墨写春联为群众送“平安祝福”】1月16日，镇江新区交警大队民警来到辖区大润发超市开展 “写春联 送平安”春运交通安全集中宣传活动，受到市民赞誉。活动现场，民警首先摆放交通事故警示展板，向过往市民发放“一盔一带 安全常在”宣传资料，讲解酒后驾驶等违法行为的危 ...全文
2023-01-16 16:16:57,#平安春运 交警同行# #两客一危# 【阳泉—客运中心被深夜突查！】新年快乐冬日渐渐小年暖暖新的一年平平安安然而，有这样一群人为了广大市民的出行安全在万家灯火、华灯初上的时间走进了华阳客运二中心夜查企业安全运营为切实做好春运期间道路交通安全管理工作，有效预防和减少道路交通事故 ...全文
2023-01-16 16:16:41,惨烈一撞虽然这边超车要负主要责任，但是我觉得对面的车处理不当，本该靠右，他却向左，是这次撞车的主因。讲句难听点，看起来就像是故意的。云中漫步艺术画廊#交通事故##交通安全# 云中漫步_原创诗画的微博视频 
2023-01-16 16:16:07,【借车给别人，会不会担责？】日常生活中，亲戚朋友借车是很常见的事情，如果因为借车而发生的交通事故，车主是否应承担责任？什么情况下需要承担责任？作为车主的你，一定要知道这些事。天津交警的秒拍视频 
2023-01-16 14:38:26,#警示片# 【“两客一危一货”警示教育片《谨慎驾驶 安全第一》】以近年来发生在全市的两客一危一货交通事故为题材，通过《惨！重型货车碾压电动自行车》《惊！大客车失控致连环碰撞》《险！危化车事故致危化品泄漏》三个典型事故案例触目惊心的展示，深层次剖析了这些事故发生的原因和警示教训，提醒人 ...全文
2023-01-16 16:11:59,【2022年度金华十大典型交通事故案例：三、男童蹲坐玩平衡车遭轿车碾压】22年1月31日，金东区，一名7岁男童蹲坐在平衡车上，在巷口内快速滑行玩耍。在男童冲出巷口的瞬间，正好有一辆白色小车经过，将男童撞倒并卷入汽车底部。事故造成男童全身多处骨折，肝脏破损。肇事司机表示“我完全没看见他，撞到 ...全文
2023-01-16 16:10:25,据悉，这起事故发生在1月8日0时50分许，位于江西省南昌县幽兰镇S517连接线桃岭村路段发生一起重大道路交通事故。事情发生几个小时后，南昌县公安局交通管理大队发布警情通报，通报这起事故。   据知情者龚先生称，1月8日凌晨，他们一群人参加亲人的葬礼，当时大家步行去乘坐停在公路边的灵车。走到一个 ...全文
2023-01-16 16:10:11,春节即将来临聚会、酒局频繁有些人一高兴就喝多一喝多就开始忘乎所以把酒后不开车的原则抛到脑后为加强春运期间道路交通安全管理工作，遏制和减少交通事故发生，全力为春运创造一个安全畅通的道路交通环境，1月15日晚，永靖县公安局交警大队结合正在开展的全州“不文明交通行为大战一百天”专项行 ...全文
2023-01-16 16:08:40,【站口关闭】2023年1月16日16时01分，G93成渝环线绵遂高速绵阳段，因绵西高速交通事故，游仙经开区站入口关闭。 
2023-01-16 16:08:21,【五大曝光】2023年1月5日18时36分许，蒋某驾驶豫DZ7***号小型面包车沿舞钢市尹集镇埂上村G345国道红绿灯路口由西向东行驶时撞住任某芳驾驶的由北向南行驶的电动三轮车。造成车辆损坏、任某芳受伤的道路交通事故。送检蒋某血液中检出乙醇成分，含量为45.82mg/100mL。蒋某的行为已构成饮酒后驾驶机动车 ...全文
2023-01-16 15:47:34,#平安春运 交警同行#  【轿车超员危害大 返乡安全莫忽视】1月8日，郎溪东站。高速五大队民警在对一辆轿车进行检查时，发现该车核载5人实载6人，民警对该驾驶人进行宣传教育，依法对其违法行为作出记3分、罚款50元的处罚，同时要求一名成年人转运。交警提醒：超员车辆一旦发生交通事故、自燃等意外情况 ...全文
2023-01-16 15:46:36,#甘肃路网实时路况#  G6京藏高速宁夏往白银方向，过新墩收费站约3公里K1473处发生交通事故，道路半幅单车道通行，请途经车辆减速慢行，注意行车安全。 
2023-01-16 15:46:11,#五大曝光行动##曝光重型半挂牵引车#2022年12月01日8时30分许，邢某驾驶豫N****9号重型半挂牵引车沿睢县西环路由北向南行驶至G343国道交叉口处违反交通信号灯通行，与由西向东的陈某驾驶的豫N****X号小型普通客车发生碰撞，造成两车不同程度损坏的道路交通事故。@公安部交通管理局 @河南交警  ...全文
2023-01-16 15:45:27,#甘肃路网实时路况# G30连霍高速酒泉往张掖方向，距临泽收费站约2公里K2231处交通事故处理完毕，道路恢复正常通行。 
2023-01-16 15:45:17,#平安春运交警同行#【雾天行车须谨慎 减速慢行多观察】#文明守法平安回家# 近日，在埇桥区北杨寨乡某红绿灯路口发生一起交通事故，监控视频显示，一辆轻型货车左转弯时，因大雾天气视线受阻，再加上驾驶员观察不周，与直行通过路口的电动自行车相撞，骑行者被撞倒在地，因其头盔未系紧扣牢，被撞瞬间头 ...全文
2023-01-16 15:44:49,【酒后驾驶危害多，莫把安全当儿戏！】#覆车之戒# 2023年1月12日，杨某某驾驶川Y***9号普通二轮摩托车，从苍溪县东溪镇场往苍溪县桥溪乡方向行驶，15时07分，当杨义爱驾驶该车行至苍旺路78km+100m（苍溪县东溪镇东河村三组）处时，与车行方向道路右侧护栏发生碰撞，致杨某某受伤车辆部分受损的交通事故 ...全文
2023-01-16 15:43:50,#路况信息#  2023年1月14日平利县辖区普降中到大雪，局部暴雪，造成G346国道、G541国道、S102省道、S530省道及乡村道路不同程度出现路面积雪结冰，平利县公安局交通管理大队以雪为令，立即启动恶劣天气道路交通应急预案，预防发生交通事故和道路交通拥堵。截止1月16日15时，全县实时路况信息如下：城 ...全文
2023-01-16 15:43:40,#五大曝光行动##曝光重型半挂牵引车#2022年12月11日10时05分，杨某(男，37岁）驾驶豫N****0重型半挂牵引车沿尚毛线行驶至尚毛线尚屯镇余公集村中东石化加油站路段，与马某（女，53岁）骑电动自行车发生相撞，致杨某无伤害，马某死亡，直接财产损失2000元，两车损坏的交通事故。@公安部交通管理局  ...全文
2023-01-16 15:42:06,#平安春运交警同行# 为确保2023年春运期间我辖区道路交通畅通有序，有效落实“三个一律”源头隐患治理工作，预防和减少道路交通事故发生。1月14日，仙女湖大队大队长黄骁慧、副大队长简凯等同志深入辖区新余国科科技有限公司、江西宝象物流有限公司、佳通汽车运输服务有限公司、隆顺物流有限公司、吉顺 ...全文
2023-01-16 15:40:29,南昌真的是风好大啊，透心凉的感觉一路上见证了3起交通事故 
2023-01-16 15:40:29,南昌真的是风好大啊，透心凉的感觉一路上见证了3起交通事故 
2023-01-16 15:38:23,#江淮警事# 【冬季出行多小心，交警伴您安全行】针对冬季经常出现大雾天气特点，寿县公安局交警大队迅速启动应急预案，积极组织警力，加强路面管控，预防道路交通事故的发生，全力做好大雾天气下的道路交通安全保障工作，确保辖区道路交通安全、畅通。 
2023-01-16 15:37:50,律师  在湖南湘潭县比较擅长交通事故的律师请滴滴我一下#被撞[话题]# 我真的气死了 对方就赔4k，我奶奶已经六十多岁了！对方说这种年纪了干也干不了事，对方肇事者比我奶奶还大骑的三轮车在这做事，一直在贬低我奶奶，我们家里人一个从厦门回去一个从长沙赶到湘潭医院 都请假大概一周照顾？路 ...全文
2023-01-16 15:36:33,#文明守法 平安回家# 为进一步提高广大驾驶员的交通安全意识、法制意识和文明意识，有效预防和减少道路交通事故，全力推进全县文明城市创建工作。1月16日，施秉县公安局交警组织满分驾驶员在辖区重点交通路段路口，开展路面交通文明劝导体验活动。 
2023-01-16 15:31:33,#好客山东好品山东 #过年就买山东货 #黄河大集#春节来临之际，为切实增强广大群众交通安全意识、法制意识，有效预防和减少道路交通事故的发生，1月16日，河口大队宣传民警走进辖区超市开展春节前交通安全宣传活动。民警紧紧围绕“平安春运 交警同行”的主题，通过发放宣传资料、现场讲解等形式向购物群 ...全文
2023-01-16 15:31:24,#平安春运交警同行# 【雪“警”护平安】1月16日，受冷空气影响，遂宁市城区出现持续性雨雪天气。遂宁公安交警全警上路，加大路面巡查管控力度，全面做好恶劣天气下道路交通事故预防工作，最大限度降低雪天带来的不利影响，保障道路交通安全和畅通，为广大群众安全出行保驾护航。@四川交警  @遂宁公安  ...全文
2023-01-16 15:26:00,#陕西大小事# 事发渭南！男子接打电话，注意力不集中，分心驾驶，引发交通事故 渭南青年网v的微博视频 
2023-01-16 15:25:32,事发渭南！男子接打电话，注意力不集中，分心驾驶，引发交通事故 渭南青年网v的微博视频 
2023-01-16 15:25:00,【2022年度金华十大典型交通事故案例：二、低头看手机过马路被撞身亡】2022年3月15日21时许，永康市东永一线杜山头斑马线路段，一女子边看手机边慢悠悠地过马路且未在斑马线上行走，最终被行驶而来的汽车撞倒，经抢救无效死亡。#平安春运交警同行# 根据最新调查，行人低头看手机，平均视野只有正常走 ...全文
2023-01-16 15:10:11,Q：青小湖，有个单亲孩子，他父亲因为一场车祸去世了，只有9岁的他在爷爷奶奶的照顾下，希望肇事车主给予赔偿，应该怎么做？A：随着社会经济的发展，道路交通事故纠纷不断呈现出复杂化，还有多元化的趋势。很多案件中都不可避免的会涉及到未成年人。由于未成年人缺乏诉讼行为能力，依据相关的法律规定 ...全文
2023-01-16 15:07:07,#安徽交警在行动##一线微观# 春节将至，为进一步加强公务用车管理，预防和减少交通事故的发生。博望大队走进区政府为公车驾驶员开展交通安全宣讲活动。通过播放交通事故案例警示片，用发生在身边的事故案例，以案说法讲解违法行为的危害性，认真剖析了各类交通事故的成因。教育警示驾驶人要时刻紧绷交 ...全文
2023-01-16 15:06:47,#四川高速路况# 【交通事故】1月16日15时05分，G5012恩广高速广巴段，巴中南下匝道两小车追尾，请过往车辆注意避让。 
2023-01-16 15:03:28,【#春运碰瓷团伙抓捕现场画面#】春运期间，一些犯罪团伙以制造交通事故方式实施“碰瓷”的视频，引发网络热议。近日，广东惠州警方在一收费站出口，将正准备下高速的碰瓷嫌疑车辆现场堵截，成功抓获车上2名犯罪嫌疑人，缴获作案用车一辆，假车牌一副，铁螺母一批。@新华社  新华社的微博视频 
2023-01-16 15:02:26,#警察叔叔的兔年新愿#【两天查处389起！龙港公安开展“春雷一号”行动！】1月14日，龙港公安在全市范围内开展“春雷一号”行动，进一步加强交通安全管控，净化道路交通秩序、化解交通安全风险，最大限度减少交通事故发生，保障人民群众生命财产安全。#打造最严社会治安管理区域#  @平安龙港 
2023-01-16 14:59:16,【“春雷”行动！温州公安交警全力打好新年“第一仗”】#警察叔叔的兔年新愿# 时值岁末年初，为确保全市道路交通安全有序，最大限度减少交通事故发生，温州公安交警从即日起至3月底，在全市范围内开展“春雷”行动暨岁末年初交通安全整治“第一仗”。结合岁末年初特别是疫情防控政策后调整道路交通运行 ...全文
2023-01-16 14:57:04,#1007路况发布# 宁德高速交警支队信息：沈海高速霞浦往福鼎方向1908公里处，，因交通事故占用主车道与应急车道，目前快车道单车道通行，请途经车友注意路面情况，减速慢行，谨慎驾驶。 
2023-01-16 14:52:18,【倾力为民解难题 送来锦旗表谢意】1月13日上午，一名当事人将写有“公正廉洁、为民解忧”的锦旗送到了鹤壁市山城区人民法院门岗室，表示对立案庭庭长马保军的感谢。原来，在一起机动车交通事故纠纷中，受害人在起诉前申请了诉前保全，将肇事司机所开的一辆自卸货车进行了保全查封，该车辆登记在案外 ...全文
2023-01-16 14:51:53,#宁波交警曝光台# 为全力确保我市危险化学品道路运输交通安全，及时消除各类交通安全隐患，坚决预防和减少道路交通事故的发生，宁波公安交警部门曝光12月份全市高风险危化品运输企业： 
2023-01-16 14:50:20,【严禁车辆超限超载！】车辆超限超载是严重的道路交通违法行为，同时也违反了公路法。特别是货车超限超载严重破坏公路路面及其桥梁设施，极易引发道路交通事故，危及人民群众的生命财产安全，被称为头号“公路杀手”和“事故元凶”。戳图了解！ #男子骑三轮拉16层水果称赔了算他的#@国家应急广播 
2023-01-16 14:59:16,【“春雷”行动！温州公安交警全力打好新年“第一仗”】#警察叔叔的兔年新愿# 时值岁末年初，为确保全市道路交通安全有序，最大限度减少交通事故发生，温州公安交警从即日起至3月底，在全市范围内开展“春雷”行动暨岁末年初交通安全整治“第一仗”。结合岁末年初特别是疫情防控政策后调整道路交通运行 ...全文
2023-01-16 14:57:04,#1007路况发布# 宁德高速交警支队信息：沈海高速霞浦往福鼎方向1908公里处，，因交通事故占用主车道与应急车道，目前快车道单车道通行，请途经车友注意路面情况，减速慢行，谨慎驾驶。 
2023-01-16 14:52:18,【倾力为民解难题 送来锦旗表谢意】1月13日上午，一名当事人将写有“公正廉洁、为民解忧”的锦旗送到了鹤壁市山城区人民法院门岗室，表示对立案庭庭长马保军的感谢。原来，在一起机动车交通事故纠纷中，受害人在起诉前申请了诉前保全，将肇事司机所开的一辆自卸货车进行了保全查封，该车辆登记在案外 ...全文
2023-01-16 14:51:53,#宁波交警曝光台# 为全力确保我市危险化学品道路运输交通安全，及时消除各类交通安全隐患，坚决预防和减少道路交通事故的发生，宁波公安交警部门曝光12月份全市高风险危化品运输企业： 
2023-01-16 14:50:20,【严禁车辆超限超载！】车辆超限超载是严重的道路交通违法行为，同时也违反了公路法。特别是货车超限超载严重破坏公路路面及其桥梁设施，极易引发道路交通事故，危及人民群众的生命财产安全，被称为头号“公路杀手”和“事故元凶”。戳图了解！ #男子骑三轮拉16层水果称赔了算他的#@国家应急广播 
2023-01-16 14:47:38,#平安春运交警同行# 未成年人未经过系统的交通安全法律法规及驾驶技能培训，既不懂交规，又不懂操作。行驶中遇到突发情况时，往往手足无措，极易酿成事故悲剧。社会各界要重视未成年人驾驶机动车的现象，对发现的可疑行为要及时查问和制止，必要时可报警。#交通事故案例警示# @福建交警  ...全文
2023-01-16 10:48:53,【冰雪天气请务必注意行车安全】2023年1月14日晚南京江宁普降瑞雪，15日上午，仅我局交警大队秣陵中队辖区就接连发生三起因地面湿滑操作不当导致的单方交通事故，所幸均无人员受伤。交警提示：路面积雪时，尽量减少驾车出行，如必须驾车出行，务必控制车速，切勿急打方向，并保持安全车距，避免交通 ...全文
2023-01-16 14:40:33,【#济宁# 事故车辆抛锚 济宁交警紧急救援】1月14日，降雪过后，道路结冰湿滑，京杭运河特大桥发生一起追尾交通事故。济宁交警迅速到达现场处理交通事故。济宁网事的微博视频 
2023-01-16 14:40:05,【#南昌大货车冲撞人群事故被挂牌督办# 】#国务院对南昌大货车冲撞人群事故挂牌督办# 据应急管理部官网消息，日前，国务院安全生产委员会向江西省人民政府发出《重大生产安全事故查处挂牌督办通知书》。通知书指出，2023年1月8日，江西省南昌市发生一起大货车冲撞人群的重大道路交通事故，造成19人死亡 ...全文
2023-01-16 14:37:38,【2022年度金华十大典型交通事故案例：一、行人走进货车盲区被拖行百米】#文明守法平安回家# 2022年5月1日18时06分许，婺城区八达路始丰路路口，一男子在过马路时被一辆大货车顶着前行几米后，随即被卷入车底拖行，直至行驶百米后，人才从车底出来。路人见状后报警。当交警找到肇事货车时，司机一脸茫 ...全文
2023-01-16 14:30:00,【#济宁# 事故车辆抛锚 济宁交警紧急救援】1月14日，降雪过后，道路结冰湿滑，京杭运河特大桥发生一起追尾交通事故。济宁交警迅速到达现场处理交通事故。 济宁网事的微博视频 
2023-01-16 14:29:52,#路况播报# 14时29分，滨河大道东行春风高架路段，发生一起交通事故，占据右侧车道，请途经车友注意避让。 
2023-01-16 14:26:47,竟然按照安全生产事故督办，我还以为又是按照道路交通事故督办。#江西##贵州# 
2023-01-16 12:18:47,#かぐやのススメ# 过激的求婚袭来★逆后宫SF爱情故事！！《out bride—异族婚姻—》普通的高二女生、真白。遭遇到交通事故醒来之后、这里是遥远的未来!?长着翅膀、长着角 …自称是『神人』的四名异种族的美男子对真白说「你是这个世界上唯一的人类女性。给我生孩子吧」!? 
2023-01-16 14:22:02,#平安春运手册# 【高速公路上发生事故“教科书式错误示范” ，要不得！】1月6日18时5分，京哈高速沈阳方向227公里+100米，张某驾驶苏C牌照车辆与前方缓行排队的付某驾驶的冀C车辆发生追尾后，又追尾前方关某驾驶的冀B牌照车辆，造成三车车损，无人员伤亡的交通事故。当事人在这起事故中，有4处错误示范 ...全文
2023-01-16 14:14:31,郓城交警垫付伤者医疗费用2022年10月21日18时20分许，王某某驾驶鲁R07D15轻型普通货车由北向南行驶至国道道220线443KM+700M处时，与同方向行驶杨某某驾驶的电动三轮车发生交通事故，造成车辆损坏，杨某某受伤。杨某某受到1.开放性颅脑损伤重型;2.多发性脑挫裂伤;3.创伤性蛛网膜下腔出血;4.颅骨骨 ...全文
2023-01-16 14:12:29,#云南路况提示# 昆石高速石林至昆明方向K1838果林水库路段发生追尾事故占用中间、左侧车道，目前交警在王家营立交、小团山隧道入口实行临时交通管制，请途经该路段的各位驾驶人注意观察，减速慢行，服从现场管理人员指挥。如车辆发生故障或交通事故，须遵循“车靠边，人撤离，即报警”。 
2023-01-16 14:12:03,云南高速路况【楚大高速】2023年1月16日13时58分杭瑞高速公路楚雄辖区下行线（昆明往大理方向）K2456M处天申堂路段发生交通事故，因施救需要，在K2453+900M（天申堂坡顶）处实施临时交通管制，预计两小时后恢复通行，昆明往大理方向的车辆可从沙桥收费站驶离高速绕行至天申堂收费站驶入高速。 ...全文
2023-01-16 14:08:55,【交通事故】1月16日14时，G65包茂高速达陕段，万源至达州方向大概1313公里处发生追尾事故，占客货车道，请过往车辆减速慢行注意避让。 
2023-01-16 14:08:46,云南高速路况【昆石高速】@918云南交通之声 昆石高速石林至昆明方向K1838果林水库路段追尾事故，占用中间、左侧车道，王家营立交、小团山隧道入口临时交通管制，如车辆发生故障或交通事故，须遵循“车靠边，人撤离”，即报警，报警电话，0871--12122、0871--67207122、0871--67527122 
2023-01-16 13:55:35,#甘肃路网实时路况# G30连霍高速张掖往武威方向，过丰乐收费站约12公里K1973处发生交通事故，道路半幅单车道通行，请途经车辆减速慢行，注意行车安全。 
2023-01-16 09:01:00,#春运以来交通运输安全风险隐患增多#【#公安部发布安全驾车提示#】记者15日从公安部获悉，2023年春运启动以来，各地交通流量特别是主干公路流量大幅增长，交通安全风险隐患也随之增多。近日，宁夏、云南、福建、安徽、重庆、陕西等地接连发生一次死亡3人以上的道路交通事故。　　 ...全文
2023-01-16 13:46:07,【#公安部发布安全驾车提示#】记者15日从公安部获悉，2023年春运启动以来，各地交通流量特别是主干公路流量大幅增长，交通安全风险隐患也随之增多。近日，宁夏、云南、福建、安徽、重庆、陕西等地接连发生一次死亡3人以上的道路交通事故。　　#还有不到一周就过年了#当前正值节前返乡高峰，交通流量大 ...全文
2023-01-16 13:44:04,#甘肃路网实时路况# G30连霍高速酒泉往张掖方向，距临泽收费站约2公里K2231处发生交通事故，道路半幅单车道通行，请途经车辆减速慢行，注意行车安全。 
2023-01-16 13:40:33,#平安春运 交警同行# 【雨雪冰冻天气  “警灯闪烁”护平安】近日，气温骤降，伴有雨夹雪，部分地区有结冰情况，为维护春运期间道路交通安全稳定，芷江交警白天黑夜上路，开展“警灯闪烁”行动，切实加强城区主干道、农村易结冰、事故多发路段巡逻引导，提高见警率，预防道路交通事故的发生，守护群众生 ...全文
2023-01-16 13:36:26,#甘肃路网实时路况# G30连霍高速酒泉往张掖方向，丹霞收费站附近K2224处交通事故处理完毕，道路恢复正常通行。 
2023-01-16 13:34:48,#天津高速路况#2023-1-16 13:34，因车辆交通事故，G0111秦滨高速驶往滨州方向K271处(南港收费站到河北界之间)占用第1行车道。 
2023-01-16 13:33:24,#南昌大货车冲撞人群事故被挂牌督办#2023年1月8日，江西省南昌市发生一起大货车冲撞人群的重大道路交通事故，造成19人死亡、20人受伤…… 
2023-01-16 13:31:17,【网友举报：违法超车险酿事故】#回音壁##一线微观# 2022年12月30日，汶川公安交警接到群众举报称：在其行驶至汶川县威州镇下庄村国道路段时，一辆白色小车违法超车，险些造成交通事故，且提供了该车违法超车的行车记录仪视频。接到举报后，大队民警立即根据行车记录仪画面进行了鉴别及调查取证，确定 ...全文
2023-01-16 12:35:40,途径北京双井车祸现场#交通事故# 北京·双井 
2023-01-16 12:25:19,春节即将来临，喀什各地迎来了2023年的第一场雪。为最大限度保障群众出行安全，预防和减少道路交通事故的发生，喀什各地有关部门多措并举积极开展除雪除冰工作，全力保障道路安全畅通。在疏勒县城胜利南路路段党员干部、志愿者携带铁锹，扫把等清扫、铲雪工具，对胜利南路大十字到鱼池路口的路面积雪进 ...全文
2023-01-16 12:24:51,#国务院安委会挂牌督办##南昌大货车冲撞人群交通事故#日前，国务院安全生产委员会向江西省人民政府发出《重大生产安全事故查处挂牌督办通知书》，通知书指出，2023年1月8日，江西省南昌市发生一起大货车冲撞人群的重大道路交通事故，造成19人死亡、20人受伤。根据《重大事故查处挂牌督办办法》，国务院 ...全文
2023-01-16 12:23:16,#平安春运 交警同行#【高速公路夜间行车要注意这些事儿！】高速公路夜间行车视野不佳、注意力难集中，驾驶人易疲劳，这些因素都会大大增加发生交通事故的几率。湖南高速警察的微博视频 
2023-01-16 12:21:13,【雪“警”宜人，“警”紧相依】近期以来，受冷空气影响，遂宁市城区出现持续性雨雪天气。遂宁市公安局交警支队直属一大队迅速启动雨雪天气应急预案，全警上路，加大路面巡查管控力度，全面做好恶劣天气下道路交通事故预防工作，最大限度降低雪天带来的不利影响，保障道路交通安全和畅通，为广大群众安 ...全文
2023-01-16 12:17:35,我胆子是越来越大了前天第一次开车就是代驾还自己一个人开回去昨天坐朋友车出交通事故今天开始带人去景点玩耍 
2023-01-16 12:06:55,由于未治疗的阻塞性睡眠呼吸暂停驾驶员发生交通事故是非阻塞性睡眠呼吸暂停驾驶员的3.43 倍。出于特殊职业安全性考虑，对特殊职业人群不建议将主观的症状报告作为筛查阻塞性睡眠呼吸暂停高风险依据。对特殊职业人群主要包括职业司机、飞行员、消防员、从事危险工作（如高空作业、伐木等）的人群需进行 ...全文
2023-01-16 12:04:21,【#春运6起事故已致24人遇难# 】1月15日，公安部公布了春运以来的6起交通事故，均为一次死亡3人以上。1月9日7时40分许，一辆SUV在宁夏吴忠红寺堡区南环路，因驾驶人占用对向车道、强行超车，与对向一辆重型半挂车相撞，造成SUV上5人全部死亡。1月10日21时25分许，一辆皮卡车在云南大理永平县境内一转 ...全文
2023-01-16 12:00:03,【疑道道路結冰肇禍，韓國40車連環相撞釀1死多傷】#韓國高速公路發生40車連環相撞事故# 韓國京畿道抱川市一高速公路上昨（15日）晚發生約40車連環相撞交通事故，已導致1人死亡、20餘人受傷。據韓聯社報道，當地時間晚上9時15分，包括巴士在內的約40輛車，在距首爾約46公里的九里-抱川高速公路上連環 ...全文
2023-01-16 12:00:00,【一条安全带究竟有多重要？】或许幸运的你从来没有遇到过交通事故，可你要知道，交通事故这种了概率性事件，一旦发生就追悔莫及。行驶中未系安全带不仅违法还危险。高速交警韩警官为您深度解析。#平安春运交警同行##安全带 生命带 前排后排都要系#   来源河北高速交警石家庄支队的微博视频 
2023-01-16 12:52:01,随笔：本月驿马 金與 而导致的交通事故非常频繁了 朋友圈已反复预警 总之年关附近 出行一定要多注意 特别是之前国内也出现过因大闹而取消航班的事件 额外提一嘴前几天美国航班取消 主要影响也是来自地磁暴 相信最近电子设备和交通工具出问题的非常多 岳阳·紫园小区 
2023-01-16 12:35:40,途径北京双井车祸现场#交通事故# 北京·双井 
2023-01-16 12:25:19,春节即将来临，喀什各地迎来了2023年的第一场雪。为最大限度保障群众出行安全，预防和减少道路交通事故的发生，喀什各地有关部门多措并举积极开展除雪除冰工作，全力保障道路安全畅通。在疏勒县城胜利南路路段党员干部、志愿者携带铁锹，扫把等清扫、铲雪工具，对胜利南路大十字到鱼池路口的路面积雪进 ...全文
2023-01-16 12:24:51,#国务院安委会挂牌督办##南昌大货车冲撞人群交通事故#日前，国务院安全生产委员会向江西省人民政府发出《重大生产安全事故查处挂牌督办通知书》，通知书指出，2023年1月8日，江西省南昌市发生一起大货车冲撞人群的重大道路交通事故，造成19人死亡、20人受伤。根据《重大事故查处挂牌督办办法》，国务院 ...全文
2023-01-16 12:23:16,#平安春运 交警同行#【高速公路夜间行车要注意这些事儿！】高速公路夜间行车视野不佳、注意力难集中，驾驶人易疲劳，这些因素都会大大增加发生交通事故的几率。湖南高速警察的微博视频 
2023-01-16 12:21:13,【雪“警”宜人，“警”紧相依】近期以来，受冷空气影响，遂宁市城区出现持续性雨雪天气。遂宁市公安局交警支队直属一大队迅速启动雨雪天气应急预案，全警上路，加大路面巡查管控力度，全面做好恶劣天气下道路交通事故预防工作，最大限度降低雪天带来的不利影响，保障道路交通安全和畅通，为广大群众安 ...全文
2023-01-16 12:17:35,我胆子是越来越大了前天第一次开车就是代驾还自己一个人开回去昨天坐朋友车出交通事故今天开始带人去景点玩耍 
2023-01-16 12:06:55,由于未治疗的阻塞性睡眠呼吸暂停驾驶员发生交通事故是非阻塞性睡眠呼吸暂停驾驶员的3.43 倍。出于特殊职业安全性考虑，对特殊职业人群不建议将主观的症状报告作为筛查阻塞性睡眠呼吸暂停高风险依据。对特殊职业人群主要包括职业司机、飞行员、消防员、从事危险工作（如高空作业、伐木等）的人群需进行 ...全文
